jornal,coluna,data,titulo,link,metaforico
Folha de S. Paulo,Livraria da Folha,2010-12-01,"No dia da estreia do ""Big Brother"", confira os participantes com livros na praça",https://www1.folha.uol.com.br/folha/livrariadafolha/ult10082u677811.shtml,0
Folha de S. Paulo,Áudios,2010-01-20,Irmã de Zina pede apoio de corintianos após prisão do integrante do &quot;Pânico&quot;,https://www1.folha.uol.com.br/multimidia/podcasts/2010/01/681786-irma-de-zina-pede-apoio-de-corintianos-apos-prisao-do-integrante-do-panico.shtml,0
Folha de S. Paulo,Polícia (Agora),2010-01-26,Homem mata mulher e duas filhas decapitadas,https://agora.folha.uol.com.br/policia/ult10104u684553.shtml,0
Folha de S. Paulo,Ilustrada,2010-01-29,Ueba! Tô com saudades do Zelaya!!,https://www1.folha.uol.com.br/fsp/ilustrad/fq2901201004.htm,0
Folha de S. Paulo,Polícia ,2010-10-02,Rapaz é acusado de matar a avó com golpes de faca,https://www1.folha.uol.com.br/fsp/ribeirao/ri1002201007.htm,0
Folha de S. Paulo,+mais!,2010-02-28,Esquizofrenia e misticismo marcam obra,https://www1.folha.uol.com.br/fsp/mais/fs2802201012.htm,0
Folha de S. Paulo,equilibrio e saúde,2010-01-03,"Consumo de maconha aumenta risco de doenças psíquicas, diz estudo",https://www1.folha.uol.com.br/equilibrioesaude/2010/03/700671-consumo-de-maconha-aumenta-risco-de-doencas-psiquicas-diz-estudo.shtml,0
Folha de S. Paulo,Cotidiano,2010-09-03,Promotoria pede exame de acusado de atacar jovem com taco em livraria de SP,https://www1.folha.uol.com.br/cotidiano/2010/03/704554-promotoria-pede-exame-de-acusado-de-atacar-jovem-com-taco-em-livraria-de-sp.shtml,0
Folha de S. Paulo,Ciência,2010-11-03,"Pais superprotetores travam cérebro dos filhos, mostra pesquisa",https://www1.folha.uol.com.br/ciencia/2010/03/705438-pais-superprotetores-travam-cerebro-dos-filhos-mostra-pesquisa.shtml,0
Folha de S. Paulo,BBC,2010-12-03,Reino Unido condena mãe e padrasto de menina que morreu de fome,https://www1.folha.uol.com.br/bbc/2010/03/705985-reino-unido-condena-mae-e-padrasto-de-menina-que-morreu-de-fome.shtml,0
Folha de S. Paulo,Painel do leitor,2010-03-17,"Glauco, crianças, educação, Lula",https://www1.folha.uol.com.br/paineldoleitor/secaodecartas/707919-glauco-criancas-educacao-lula.shtml,0
Folha de S. Paulo,Polícia (Agora),2010-03-18,Chá deve ser usado com cautela,https://agora.folha.uol.com.br/policia/ult10104u708492.shtml,0
Folha de S. Paulo,+mais!,2010-03-21,A viagem,https://www1.folha.uol.com.br/fsp/mais/fs2103201007.htm,0
Folha de S. Paulo,Painel do leitor,2010-03-21,Glauco,https://www1.folha.uol.com.br/fsp/opiniao/fz2103201010.htm,0
Folha de S. Paulo,Livraria da Folha,2010-03-30,Biógrafo consultou serviço secreto americano para escrever sobre Marilyn Monroe,https://www1.folha.uol.com.br/folha/livrariadafolha/ult10082u713112.shtml,0
Folha de S. Paulo,Ilustrada,2010-03-30,"Demi Lovato será paciente esquizofrênica em ""Grey's Anatomy""",https://www1.folha.uol.com.br/ilustrada/2010/03/714406-demi-lovato-sera-paciente-esquizofrenica-em-greys-anatomy.shtml,0
Folha de S. Paulo,Nas ruas (Agora),2010-05-04,"Chá do Santo Daime matou meu filho', diz mãe",https://agora.folha.uol.com.br/saopaulo/ult10103u716195.shtml,0
Folha de S. Paulo,Editorial (Agora),2010-06-04,O chá do Santo Daime,https://agora.folha.uol.com.br/editorial/ult10112u716655.shtml,0
Folha de S. Paulo,Ciência,2010-06-04,"Um pouco de loucura ajuda criatividade, indicam estudos",https://www1.folha.uol.com.br/ciencia/2010/04/716779-um-pouco-de-loucura-ajuda-criatividade-indicam-estudos.shtml,0
Folha de S. Paulo,Livraria da Folha,2010-09-04,Romance mergulha leitor em mente esquizofrênica e paranoica de adolescente,https://www1.folha.uol.com.br/folha/livrariadafolha/ult10082u717425.shtml,0
Folha de S. Paulo,Ilustrada,2010-09-04,"Mandy Moore vai participar de episódio de ""Grey's Anatomy""",https://www1.folha.uol.com.br/ilustrada/2010/04/718462-mandy-moore-vai-participar-de-episodio-de-greys-anatomy.shtml,0
Folha de S. Paulo,Livraria da Folha,2010-09-04,Confira os livros que deram o que falar nesta semana,https://www1.folha.uol.com.br/folha/livrariadafolha/ult10082u718791.shtml,0
Folha de S. Paulo,Equilibrio e saúde,2010-12-04,"Estresse leve pode estimular cérebro do feto, afirma estudo",https://www1.folha.uol.com.br/equilibrioesaude/2010/04/719481-estresse-leve-pode-estimular-cerebro-do-feto-afirma-estudo.shtml,0
Folha de S. Paulo,Equilibrio e saúde,2010-04-13,"Esquizofrenia está relacionada a mutações genéticas, aponta pesquisa",https://www1.folha.uol.com.br/folha/equilibrio/noticias/ult263u720013.shtml,0
Folha de S. Paulo,Saúde,2010-04-28,EUA multam farmacêutica por marketing de droga psiquiátrica,https://www1.folha.uol.com.br/fsp/saude/sd2804201003.htm,0
Folha de S. Paulo,Mundo,2010-04-30,China vive três ataques a escolas em três dias; veja cronologia,https://www1.folha.uol.com.br/mundo/2010/04/728176-china-vive-tres-ataques-a-escolas-em-tres-dias-veja-cronologia.shtml,0
Folha de S. Paulo,Ilustrada,2010-01-05,FICÇÃO,https://www1.folha.uol.com.br/fsp/ilustrad/fq0105201015.htm,0
Folha de S. Paulo,Saúde,2010-02-05,Loucura Globalizada,https://www1.folha.uol.com.br/fsp/saude/sd0205201001.htm,0
Folha de S. Paulo,Nas ruas (Agora),2010-06-05,"Não existe prazo fixo', diz governo",https://agora.folha.uol.com.br/saopaulo/ult10103u730915.shtml,0
Folha de S. Paulo,NYT,2010-10-05,Uso de amostras de DNA preocupa doadores,https://www1.folha.uol.com.br/fsp/newyorktimes/ny1005201015.htm,0
Folha de S. Paulo,Ribeirão,2010-05-23,O DAIME,https://www1.folha.uol.com.br/fsp/ribeirao/ri2305201017.htm,0
Folha de S. Paulo,Saúde,2010-05-24,Tratamento é eficaz em doente mental,https://www1.folha.uol.com.br/fsp/saude/sd2405201004.htm,0
Folha de S. Paulo,NYT,2010-06-14,Um colapso nervoso - ou o nome que tiver,https://www1.folha.uol.com.br/fsp/newyorktimes/ny1406201013.htm,0
Folha de S. Paulo,Livraria da Folha,2010-06-21,"""Morte tem cura, e Sol causa esquizofrenia""; leia trecho",https://www1.folha.uol.com.br/folha/livrariadafolha/753601-morte-tem-cura-e-sol-causa-esquizofrenia-leia-trecho.shtml,0
Folha de S. Paulo,Mundo,2010-06-28,"Após soltura, ""caçador de Bin Laden"" diz que não desistirá de sua busca",https://www1.folha.uol.com.br/mundo/2010/06/758451-apos-soltura-cacador-de-bin-laden-diz-que-nao-desistira-de-sua-busca.shtml,0
Folha de S. Paulo,Equilibrio e saúde,2010-06-29,Transtornos mentais atingem 23 milhões de pessoas no Brasil,https://www1.folha.uol.com.br/equilibrioesaude/758943-transtornos-mentais-atingem-23-milhoes-de-pessoas-no-brasil.shtml,0
Folha de S. Paulo,Cotidiano,2010-06-29,Justiça de São Carlos (SP) proíbe tratamento de viciados em hospital psiquiátrico,https://www1.folha.uol.com.br/cotidiano/2010/06/758979-justica-de-sao-carlos-sp-proibe-tratamento-de-viciados-em-hospital-psiquiatrico.shtml,0
Folha de S. Paulo,Tec,2010-02-07,Viciado em games é condenado a 20 anos de prisão por morte de mãe,https://www1.folha.uol.com.br/tec/2010/07/760827-viciado-em-games-e-condenado-a-20-anos-de-prisao-por-morte-de-mae.shtml,0
Folha de S. Paulo,equilibrio e saúde,2010-03-07,Grupos de ajuda mútua para pacientes psiquiátricos são aprovados em conferência de saúde mental,https://www1.folha.uol.com.br/equilibrioesaude/761041-grupos-de-ajuda-mutua-para-pacientes-psiquiatricos-sao-aprovados-em-conferencia-de-saude-mental.shtml,0
Folha de S. Paulo,BBC,2010-05-07,Dono de clínica suíça defende direito de doentes mentais a suicídio assistido,https://www1.folha.uol.com.br/bbc/2010/07/762206-dono-de-clinica-suica-defende-direito-de-doentes-mentais-a-suicidio-assistido.shtml,0
Folha de S. Paulo,Equilíbrio,2010-06-07,Transtornos,https://www1.folha.uol.com.br/fsp/equilibrio/eq0607201009.htm,0
Folha de S. Paulo,Equilibrio e saúde,2010-06-07,Loucura retratada no cinema vira objeto de estudo e terapia,https://www1.folha.uol.com.br/equilibrioesaude/2010/07/762679-loucura-retratada-no-cinema-vira-objeto-de-estudo-e-terapia.shtml,0
Folha de S. Paulo,Saúde,2010-11-07,USP testa estímulo cerebral em viciados,https://www1.folha.uol.com.br/fsp/saude/sd1107201001.htm,0
Folha de S. Paulo,Ilustrada,2010-07-20,"Novela: Serafina, Giovani e Amália flagram Claude agarrado com Nara em ""Uma Rosa com Amor""",https://www1.folha.uol.com.br/ilustrada/769033-novela-serafina-giovani-e-amalia-flagram-claude-agarrado-com-nara-em-uma-rosa-com-amor.shtml,0
Folha de S. Paulo,Ilustrada,2010-07-26,"Novela: Zé Trovão se recusa a entrar na arena em ""Ana Raio e Zé Trovão""",https://www1.folha.uol.com.br/ilustrada/2010/07/771719-novela-ze-trovao-se-recusa-a-entrar-na-arena-em-ana-raio-e-ze-trovao.shtml,0
Folha de S. Paulo,Cotidiano,2010-01-08,SP cria carteirinha de esquizofrênico,https://www1.folha.uol.com.br/fsp/cotidian/ff0108201020.htm,0
Folha de S. Paulo,Ilustrada,2010-02-08,Pastor pede dinheiro para não perder programa de TV,https://www1.folha.uol.com.br/fsp/ilustrad/fq0208201004.htm,0
Folha de S. Paulo,Livraria da Folha,2010-03-08,"Ganhadora do Goncourt, obra narra relação entre Zelda e escritor Scott Fitzgerald",https://www1.folha.uol.com.br/folha/livrariadafolha/776287-ganhadora-do-goncourt-obra-narra-relacao-entre-zelda-e-escritor-scott-fitzgerald.shtml,0
Folha de S. Paulo,Ciência,2010-03-08,"Sociologia precisa de equações, dizem prêmios Nobel em SP",https://www1.folha.uol.com.br/ciencia/2010/08/777376-sociologia-precisa-de-equacoes-dizem-premios-nobel-em-sp.shtml,0
Folha de S. Paulo,Saúde,2010-08-08,UM PAI CONTRA A ESQUIZOFRENIA,https://www1.folha.uol.com.br/fsp/saude/sd0808201001.htm,0
Folha de S. Paulo,Painel do leitor,2010-09-08,Esquizofrenia,https://www1.folha.uol.com.br/fsp/opiniao/fz0908201009.htm,0
Folha de S. Paulo,Equilibrio e saúde,2010-09-08,"Em livro, dentista relata luta contra esquizofrenia do filho que morreu há três anos",https://www1.folha.uol.com.br/equilibrioesaude/780093-em-livro-dentista-relata-luta-contra-esquizofrenia-do-filho-que-morreu-ha-tres-anos.shtml,0
Folha de S. Paulo,Ilustrada,2010-09-08,Homem que assediava Jennifer Aniston é proibido de se aproximar da atriz,https://www1.folha.uol.com.br/ilustrada/780372-homem-que-assediava-jennifer-aniston-e-proibido-de-se-aproximar-da-atriz.shtml,0
Folha de S. Paulo,Colunas,2020-07-12,Ilusões psicodélicas não são patológicas e podem até fazer enxergar melhor,https://viradapsicodelica.blogfolha.uol.com.br/2020/12/07/ilusoes-psicodelicas-nao-sao-patologicas-e-podem-ate-fazer-enxergar-melhor/?loggedpaywall,0
Folha de S. Paulo,Saúde,2020-09-19,"Médicos brasileiros resistem a usar psicodélicos em tratamentos, diz Dartiu Xavier",https://www1.folha.uol.com.br/equilibrioesaude/2020/09/medicos-brasileiros-resistem-a-usar-psicodelicos-em-tratamentos-diz-dartiu-xavier.shtml,0
Folha de S. Paulo,Cotidiano,2020-07-13,Suspeito de assassinato de estudante no litoral de SP confessou a PMs,https://www1.folha.uol.com.br/cotidiano/2020/07/suspeito-de-morte-de-julia-confessou-a-pms-assassinato-de-estudante-em-maresias.shtml,0
Folha de S. Paulo,Ilustrada,2020-10-05,Mark Ruffalo faz o papel de irmãos gêmeos em nova minissérie da HBO,https://www1.folha.uol.com.br/ilustrada/2020/05/mark-ruffalo-faz-o-papel-de-irmaos-gemeos-em-nova-minisserie-da-hbo.shtml,0
Folha de S. Paulo,Entrevista,2020-12-03,"Morto há uma década, Glauco unia humor ácido e carinho por personagens",https://www1.folha.uol.com.br/folha-100-anos/2020/03/morto-ha-uma-decada-glauco-unia-humor-acido-e-carinho-por-personagens.shtml,0
Folha de S. Paulo,Colunas,2020-02-19,Não alimente os calouros no sinal fechado,https://cozinhabruta.blogfolha.uol.com.br/2020/02/19/nao-alimente-os-calouros-no-sinal-fechado/,0
Folha de S. Paulo,Agora,2020-08-01,Defesa diz que suspeito de atear fogo em morador de rua em SP tem problemas mentais,https://agora.folha.uol.com.br/sao-paulo/2020/01/defesa-diz-que-suspeito-de-atear-fogo-em-morador-de-rua-tem-problemas-mentais.shtml,0
Folha de S. Paulo,Ilustrada,2019-04-09,"Em região controlada pela milícia, desenhos de Bispo do Rosário são revelados",https://www1.folha.uol.com.br/ilustrada/2019/09/em-regiao-controlada-pela-milicia-desenhos-de-bispo-do-rosario-sao-revelados.shtml,0
Folha de S. Paulo,Ciência,2019-01-15,"James Watson atrai críticas mundiais com falas sobre genética, raça e inteligência",https://www1.folha.uol.com.br/ciencia/2019/01/james-watson-atrai-criticas-mundiais-com-falas-sobre-genetica-raca-e-inteligencia.shtml,0
Folha de S. Paulo,Ilustrada,2019-01-14,Briga por herança espelha solidão contemporânea,https://www1.folha.uol.com.br/ilustrada/2019/01/briga-por-heranca-espelha-solidao-contemporanea.shtml,0
Folha de S. Paulo,Televisão,2018-09-12,Paulo Vilhena afirma ser chocante fazer o pai de jovem de 18 anos em 'O Sétimo Guardião',https://f5.folha.uol.com.br/televisao/2018/12/paulo-vilhena-afirma-ser-chocante-fazer-o-pai-de-jovem-de-18-anos-em-o-setimo-guardiao.shtml,0
Folha de S. Paulo,Televisão,2018-03-11,Thierry Figueira interpreta homem esquizofrênico e cheio de manias em série cômica,https://f5.folha.uol.com.br/televisao/2018/11/thierry-figueira-interpreta-homem-esquizofrenico-e-cheio-de-manias-em-serie-comica.shtml,0
Folha de S. Paulo,Colunas,2018-09-21,"Com Emma Stone, 'Maniac', da Netflix, expõe obsessões e ecos de Kubrick",https://www1.folha.uol.com.br/colunas/lucianacoelho/2018/09/com-emma-stone-maniac-da-netflix-expoe-obsessoes-e-ecos-de-kubrick.shtml,0
Folha de S. Paulo,Colunas,2018-06-09,"Após operar crânio, brasileiro põe cérebro a serviço de revolução médica",https://www1.folha.uol.com.br/colunas/redesocial/2018/09/apos-operar-cranio-brasileiro-poe-cerebro-a-servico-de-revolucao-medica.shtml,0
Folha de S. Paulo,Blogs e Colunas,2018-07-27,"‘Cidade Tiradentes é uma mulher negra e mãe solteira’, diz escritora Cláudia Canto",https://mural.blogfolha.uol.com.br/2018/07/27/cidade-tiradentes-e-uma-mulher-negra-e-mae-solteira-diz-escritora-claudia-canto/,0
Folha de S. Paulo,blogs e Colunas,2018-07-20,De ofensas e elogios,https://thaisnicoleti.blogfolha.uol.com.br/2018/07/20/de-ofensas-e-elogios/,0
Folha de S. Paulo,Ilustríssima,2018-06-30,"Dom Quixote ensina a lutar contra injustiças e preconceitos, diz Tostão",https://www1.folha.uol.com.br/ilustrissima/2018/06/dom-quixote-ensina-a-lutar-contra-injusticas-e-preconceitos-diz-tostao.shtml,0
Folha de S. Paulo,Colunas,2018-03-25,Existem vítimas para todos os lados,https://www1.folha.uol.com.br/colunas/marcos-lisboa/2018/03/existem-vitimas-para-todos-os-lados.shtml,0
Folha de S. Paulo,Ilustrada,2018-02-17,Monólogo retrata Antonin Artaud em processo de decomposição,https://www1.folha.uol.com.br/ilustrada/2018/02/monologo-retrata-antonin-artaud-em-processo-de-decomposicao.shtml,0
Folha de S. Paulo,Cinema,2017-11-23,"Pai em Dose Dupla 2', 'Não Devore Meu Coração' e mais 11 filmes estreiam; leia críticas",https://guia.folha.uol.com.br/cinema/2017/11/pai-em-dose-dupla-2-nao-devore-meu-coracao-e-mais-11-filmes-estreiam-leia-criticas.shtml,0
Folha de S. Paulo,Mundo,2017-09-17,México vira rota para centro-americanos que seguem para os EUA,https://www1.folha.uol.com.br/mundo/2017/09/1919205-mexico-vira-rota-para-centro-americanos-que-seguem-para-os-eua.shtml,0
Folha de S. Paulo,Ilustrada,2017-08-15,"Em monólogo, Paulo Betti reconta as suas memórias de juventude",https://www1.folha.uol.com.br/ilustrada/2017/08/1909898-em-monologo-paulo-betti-reconta-as-suas-memorias-de-juventude.shtml,0
Folha de S. Paulo,Guia Folha,2017-05-31,Quarta (31) é último dia para ver o musical 'Rent'; veja 15 atrações para curtir em São Paulo,https://guia.folha.uol.com.br/hoje/2017/05/quarta-31-e-ultimo-dia-para-ver-o-musical-rent-veja-15-atracoes-para-curtir-em-sao-paulo.shtml,0
Folha de S. Paulo,Guia Folha,2017-05-17,Quarta (17) tem forró com Zeca Baleiro e estreia da peça 'As Cerejas',https://guia.folha.uol.com.br/hoje/2017/05/quarta-17-tem-forro-com-zeca-baleiro-e-estreia-da-peca-as-cerejas.shtml,0
Folha de S. Paulo,Esporte,2017-05-05,"Para advogado, possibilidade de Neymar ser preso na Espanha é 'nula'",https://www1.folha.uol.com.br/esporte/2017/05/1881398-para-advogado-possibilidade-de-neymar-ser-preso-na-espanha-e-nula.shtml,0
Folha de S. Paulo,Ilustrada,2017-02-02,"Figura-chave da Tropicália, Lanny Gordin completa 50 anos de carreira",https://www1.folha.uol.com.br/ilustrada/2017/02/1854902-figura-chave-da-tropicalia-lanny-gordin-completa-50-anos-de-carreira.shtml,0
Folha de S. Paulo,Ilustrada,2017-01-23,Herdeiro de Hilda Hilst localiza entrevista inédita de 1978; ouça,https://www1.folha.uol.com.br/ilustrada/2017/01/1852202-herdeiro-de-hilda-hilst-localiza-entrevista-inedita-de-1978-ouca.shtml,0
Folha de S. Paulo,Blogs e Colunas,2017-02-01,Sobre o massacre em prisão do Amazonas,https://mortesemtabu.blogfolha.uol.com.br/2017/01/02/sobre-o-massacre-em-prisao-do-amazonas/,0
Folha de S. Paulo,Show! (Agora),2016-05-06,Na Mente do Inimigo,https://agora.folha.uol.com.br/show/2016/06/1778420-na-mente-do-inimigo.shtml,0
Folha de S. Paulo,Cotidiano,2016-04-04,"Assassino do cartunista Glauco, Cadu é morto em prisão de Goiás",https://www1.folha.uol.com.br/cotidiano/2016/04/1757254-assassino-do-cartunista-glauco-e-encontrado-morto-em-prisao-de-goias.shtml,0
Folha de S. Paulo,Guia livros,2016-03-26,Arco de Virar Réu' narra deterioração de protagonista em primeira pessoa,https://www1.folha.uol.com.br/guia-de-livros-discos-filmes/2016/03/1753278-arco-de-virar-reu-narra-deterioracao-de-protagonista-em-primeira-pessoa.shtml,0
Folha de S. Paulo,Ilustrada,2016-03-18,Homem perturbado narra assassinato em montagem inspirada em Faulkne,https://www1.folha.uol.com.br/ilustrada/2016/03/1751222-homem-perturbado-narra-assassinato-em-montagem-inspirada-em-faulkner.shtml,0
Folha de S. Paulo,Colunas,2016-02-21,Considerações sobre a loucura,https://www1.folha.uol.com.br/colunas/ferreiragullar/2016/02/1741258-consideracoes-sobre-a-loucura.shtml,0
Folha de S. Paulo,Ilustrada,2016-01-29,"Vamos sair fazendo barulho', afirma diretora do Paço das Artes em festa",https://www1.folha.uol.com.br/ilustrada/2016/01/1734962-vamos-sair-fazendo-barulho-diz-diretora-na-ultima-festa-do-paco.shtml,0
Folha de S. Paulo,Colunas,2016-01-15,Ueba! Chegou meu IPVAquinha!,https://www1.folha.uol.com.br/colunas/josesimao/2016/01/1729517-ueba-chegou-meu-ipvaquinha.shtml,0
Folha de S. Paulo,Ilustríssima,2020-04-05,Por que torcemos contra humanos e a favor de robôs em 'Westworld',https://www1.folha.uol.com.br/ilustrissima/2020/05/por-que-torcemos-contra-humanos-e-a-favor-de-robos-em-westworld.shtml,0
Folha de S. Paulo,Opinião,2020-03-28,Dilema falso e perigoso,https://www1.folha.uol.com.br/opiniao/2020/03/dilema-falso-e-perigoso.shtml,0
Folha de S. Paulo,Ilustrada,2020-02-19,"Novela 'Brega & Chique', de 1987, reestreia na TV paga",https://www1.folha.uol.com.br/ilustrada/2020/02/novela-brega-chique-de-1987-reestreia-na-tv-paga.shtml,0
Folha de S. Paulo,Cinema e séries,2020-01-13,Criminal Minds' estreia a 15ª e última temporada nesta segunda-feira no AXN,https://f5.folha.uol.com.br/cinema-e-series/2020/01/criminal-minds-estreia-a-15a-e-ultima-temporada-nesta-segunda-feira-no-axn.shtml,0
Folha de S. Paulo,Cinema e séries,2019-09-22,Vanessa Gerbelli interpreta escritora esquizofrênica no longa 'Amor Assombrado',https://f5.folha.uol.com.br/cinema-e-series/2019/09/vanessa-gerbelli-interpreta-escritora-esquizofrenica-no-longa-amor-assombrado.shtml,0
Folha de S. Paulo,Ilustrada,2019-07-08,Peça faz público sofrer na pele sensação de ser internado num hospício,https://www1.folha.uol.com.br/ilustrada/2019/08/publico-vivencia-a-solitaria-dos-sanatorios-no-teatro.shtml,0
Folha de S. Paulo,Teatro,2019-03-15,Veja as peças que estreiam neste fim de semana,https://guia.folha.uol.com.br/teatro/2019/03/confira-as-estreias-teatrais-da-semana.shtml,0
Folha de S. Paulo,Televisão,2018-10-27,Renata Sorrah fala sobre Dulce de 'Segundo Sol' e afirma que todos temos uma loucura por dentro,https://f5.folha.uol.com.br/televisao/2018/10/renata-sorrah-fala-sobre-dulce-de-segundo-sol-e-afirma-que-todos-temos-uma-loucura-por-dentro.shtml,0
Folha de S. Paulo,Cinema e séries,2018-08-09,Marilyn Monroe tem lado frágil e pouco conhecido destacado em minissérie do canal Lifetime,https://f5.folha.uol.com.br/cinema-e-series/2018/09/marilyn-monroe-tem-lado-fragil-e-pouco-conhecido-destacado-em-minisserie-do-canal-lifetime.shtml,0
Folha de S. Paulo,Ilustrada,2018-04-19,"Exorcismos e Demônios' parte de proposta singular, mas se rende a clichês",https://www1.folha.uol.com.br/ilustrada/2018/04/exorcismos-e-demonios-parte-de-proposta-singular-mas-se-rende-a-cliches.shtml,0
Folha de S. Paulo,Ilustrada,2018-01-20,Jornalista sobre arquivo de Allen: 'ele é obcecado por meninas adolescentes',https://www1.folha.uol.com.br/ilustrada/2018/01/1952079-jornalista-sobre-arquivo-de-allen-ele-e-obcecado-por-meninas-adolescentes.shtml,0
Folha de S. Paulo,Ilustrada,2017-12-29,"Autor de 'Pixote' e 'Lúcio Flávio', José Louzeiro morre no Rio, aos 85 anos",https://www1.folha.uol.com.br/ilustrada/2017/12/1947001-autor-de-pixote-e-lucio-flavio-jose-louzeiro-morre-no-rio-aos-85-anos.shtml,0
Folha de S. Paulo,Guia Folha,2017-05-09,Terça é dia de taco em dobro em restaurantes de São Paulo; veja 15 atrações na cidade,https://guia.folha.uol.com.br/hoje/2017/09/terca-e-dia-de-taco-em-dobro-em-restaurantes-de-sao-paulo-veja-15-atracoes-na-cidade.shtml,0
Folha de S. Paulo,Ilustrada,2017-07-25,Peças 'Hospedeira' e 'Paquiderme' se alternam na abordagem de distúrbios,https://www1.folha.uol.com.br/ilustrada/2017/07/1904003-pecas-hospedeira-e-paquiderme-se-alternam-na-abordagem-de-disturbios.shtml,0
Folha de S. Paulo,Ilustrada,2017-10-07,Obra alimenta questões sobre sanidade de Joyce de modo instigante,https://www1.folha.uol.com.br/ilustrada/2017/07/1899748-obra-alimenta-questoes-sobre-sanidade-de-joyce-de-modo-instigante.shtml,0
Folha de S. Paulo,Cotidiano,2016-09-18,"Mortes: Morte e vida de Brasília, a afilhada de JK",https://www1.folha.uol.com.br/cotidiano/2016/09/1814420-mortes-morte-e-vida-de-brasilia-a-afilhada-de-jk.shtml,0
Folha de S. Paulo,Blogs e Colunas,2015-05-07,"Esquizofrênica a mil por hora, Agnes Martin pintou a mais absoluta calma",https://plastico.blogfolha.uol.com.br/2015/07/05/esquizofrenica-a-mil-por-hora-agnes-martin-pintou-a-mais-absoluta-calma/,0
Folha de S. Paulo,Colunas,2015-05-24,Cão herói que ajuda polícia a desvendar crimes vai se aposentar,https://www1.folha.uol.com.br/colunas/monicabergamo/2015/05/1632505-cao-heroi-que-ajuda-policia-a-desvendar-crimes-vai-se-aposentar.shtml,0
Folha de S. Paulo,Vice,2015-04-05,Mais de 250 mil mulheres sofrem com doenças psiquiátricas perinatais todos os anos na Inglaterra -Então por que achei tão difícil conseguir ajuda?,https://www1.folha.uol.com.br/vice/2015/05/1624627-mais-de-250-mil-mulheres-sofrem-com-doencas-psiquiatricas-perinatais-todos-os-anos-na-inglaterra--entao-por-que-achei-tao-dificil-conseguir-ajuda.shtml,0
Folha de S. Paulo,Ilustríssima,2015-04-19,Ponto Crítico - Cinema - Dois filmes no divã,https://www1.folha.uol.com.br/ilustrissima/2015/04/1617971-ponto-critico---cinema---dois-filmes-no-diva.shtml,0
Folha de S. Paulo,BBC,2014-03-20,Viúva pede libertação de homem preso há 42 anos acusado de matar seu marido,https://www1.folha.uol.com.br/bbc/2014/03/1428183-viuva-pede-libertacao-de-homem-preso-ha-42-anos-acusado-de-matar-seu-marido.shtml,0
Folha de S. Paulo,BBC,2014-01-17,"Comediantes têm ""altos níveis de traços psicóticos"", diz pesquisa",https://f5.folha.uol.com.br/humanos/2014/01/1399000-comediantes-tem-altos-niveis-de-tracos-psicoticos-diz-pesquisa.shtml,0
Folha de S. Paulo,Ilustríssima,2013-05-15,Doenças mentais realmente existem?,https://www1.folha.uol.com.br/ilustrissima/2013/05/1279080-doencas-mentais-realmente-existem.shtml,0
Folha de S. Paulo,Guia folha,2013-04-19,Projeto #13Noir reúne 13 artistas em cenas psicóticas; veja trechos e fotos,https://guia.folha.uol.com.br/passeios/1264977-projeto-13noir-reune-13-artistas-em-cenas-psicoticas-veja-trechos-e-fotos.shtml,0
Folha de S. Paulo,Ilustrada,2013-04-18,Obra de Tennessee Williams será revista em nova biografia,https://www1.folha.uol.com.br/ilustrada/2013/04/1264207-obra-de-tennessee-williams-sera-revista-em-nova-biografia.shtml,0
Folha de S. Paulo,Televisão,2013-01-15,"Fani conta no ""BBB13"" que sofreu na adolescência com mãe esquizofrênica",https://f5.folha.uol.com.br/televisao/1215358-fani-conta-no-bbb13que-sofreu-na-adolescencia-com-mae-esquizofrenica.shtml,0
Folha de S. Paulo,Mundo,2002-05-22,"Depressão atinge população palestina, segundo médicos",http://www1.folha.uol.com.br/folha/mundo/ult94u41605.shtml,1
Folha de S. Paulo,Ilustrada,2005-05-02,VITRINE ESTRANGEIRA,https://www1.folha.uol.com.br/fsp/ilustrad/fq0502200517.htm,1
Folha de S. Paulo,Ilustrada,2005-11-12,Filmes vêem maturidade de Bergman,https://www1.folha.uol.com.br/fsp/ilustrad/fq1112200515.htm,1
Folha de S. Paulo,+mais!,2005-11-12,LOBOS EM PELE DE CORDEIRO,https://www1.folha.uol.com.br/fsp/mais/fs1112200511.htm,1
Folha de S. Paulo,Brasil,2007-11-28,Ala psiquiátrica,https://www1.folha.uol.com.br/fsp/brasil/fc2811200701.htm,1
Folha de S. Paulo,Ilustrada,2008-09-07,Retorno à francesa,https://www1.folha.uol.com.br/fsp/ilustrad/fq0907200807.htm,1
Folha de S. Paulo,Esporte,2008-10-13,"Seleção, Brasileirão e abutres",https://www1.folha.uol.com.br/fsp/esporte/fk1310200819.htm,1
Folha de S. Paulo,Ilustrada,2010-06-30,Arrabal encena o avesso do mito Casanova,https://www1.folha.uol.com.br/fsp/ilustrad/fq3006201017.htm,1
Folha de S. Paulo,Painel do leitor,2020-05-07,Leitora diz ser uma vergonha vaivém de verbas no gabinete de Bolsonaro na Câmara,https://www1.folha.uol.com.br/paineldoleitor/2020/07/leitora-diz-ser-uma-vergonha-vaivem-de-verbas-no-gabinete-de-bolsonaro-na-camara.shtml,1
